"no stimulus","10 min","15 min","30 min","1h","no stimulus","10 min","15 min","30 min","1h",
,0.5869,0.9948,,,,1066.1375,812.0601,,,2.0000
,0.7067,1.0976,,,,988.4778,786.9217,,,2.0000
,0.6640,1.3137,,,,1190.9317,1010.0250,,,2.0000
,0.7037,5.1919,,,,592.0991,457.8780,,,2.0000
,0.6915,1.8801,,,,955.7081,387.8496,,,2.0000
,4.1619,0.9223,,,,812.0601,742.9295,,,2.0000
,0.6999,0.8391,,,,1128.9835,1155.9175,,,2.0000
,2.3864,0.8572,,,,506.3592,512.1949,,,2.0000
,0.7077,2.8444,,,,910.8181,546.3113,,,2.0000
,0.6139,1.2413,,,,559.7783,442.1665,,,2.0000
,0.9990,0.8532,,,,1054.9150,881.1907,,,2.0000
,1.0364,0.8718,,,,540.4756,1250.1865,,,2.0000
,1.1876,2.4991,,,,586.7123,1239.4129,,,2.0000
,4.0302,1.1124,,,,864.5814,426.9039,,,2.0000
,2.9351,0.7595,,,,952.1169,925.6318,,,2.0000
,0.9147,2.0110,,,,722.2801,1036.9590,,,2.0000
,2.9985,1.1523,,,,386.5029,921.5917,,,2.0000
,1.0688,1.1676,,,,431.8418,1122.2500,,,2.0000
,3.5653,1.1111,,,,714.6488,702.9774,,,2.0000
,1.0865,2.4655,,,,850.2166,646.4160,,,2.0000
,0.8779,6.2068,,,,897.3511,620.3798,,,2.0000
,1.0333,3.6018,,,,470.4472,752.3564,,,2.0000
,4.9604,0.5987,,,,737.9916,374.8315,,,2.0000
,0.7865,7.7356,,,,815.2024,815.6513,,,2.0000
,2.8083,1.5964,,,,380.2183,457.4291,,,2.0000
,0.9325,5.9560,,,,827.7716,226.6945,,,2.0000
,1.7163,1.3051,,,,395.9298,725.4224,,,2.0000
,0.9690,1.1332,,,,964.6861,958.8504,,,2.0000
,0.8863,1.0141,,,,574.5920,932.3653,,,2.0000
,0.9849,0.8248,,,,793.6552,395.0320,,,2.0000
,0.7418,4.3727,,,,608.2595,944.0367,,,2.0000
,5.8413,1.2133,,,,483.0164,328.5948,,,2.0000
,0.7966,2.9997,,,,754.6009,416.5792,,,2.0000
,0.6331,0.9336,,,,596.1392,826.4249,,,2.0000
,0.7051,2.9725,,,,1027.5321,223.1033,,,2.0000
,0.9760,1.3757,,,,325.4525,557.5338,,,2.0000
,1.4184,1.5805,,,,795.4508,672.4522,,,2.0000
,1.6219,3.0545,,,,971.8685,311.0877,,,2.0000
,1.0732,1.3328,,,,1293.7298,634.7446,,,2.0000
,0.7830,4.9341,,,,570.5519,346.9997,,,2.0000
,0.9447,7.3794,,,,914.4093,693.9994,,,2.0000
,2.9476,1.7521,,,,443.9621,579.5299,,,2.0000
,0.8434,8.5830,,,,1001.4959,610.5040,,,2.0000
,3.8870,1.4597,,,,471.7939,521.1729,,,2.0000
,2.5372,2.5096,,,,930.5697,439.9220,,,2.0000
,0.7690,5.0422,,,,652.2517,287.2960,,,2.0000
,2.6479,1.9448,,,,983.5399,518.0306,,,2.0000
,2.7059,7.6646,,,,646.8649,538.6800,,,2.0000
,0.7409,2.6878,,,,203.8006,573.2453,,,2.0000
,0.7609,2.3022,,,,765.3745,637.8869,,,2.0000
,0.9604,3.5923,,,,497.3812,340.2662,,,2.0000
,1.4667,2.8749,,,,979.4998,310.6388,,,2.0000
,0.5885,6.0505,,,,951.2191,525.2130,,,2.0000
,0.5556,2.0203,,,,1240.3107,367.6491,,,2.0000
,0.8164,1.0884,,,,1032.9189,783.3305,,,2.0000
,0.4359,3.1415,,,,839.8919,582.2233,,,2.0000
,0.4331,2.6238,,,,1142.0016,481.6697,,,2.0000
,0.4472,0.9806,,,,261.2598,679.6346,,,2.0000
,2.5309,1.4795,,,,1110.5786,944.0367,,,2.0000
,0.6508,1.0691,,,,1146.4906,701.1818,,,2.0000
,0.3499,5.0224,,,,256.7708,738.8894,,,2.0000
,0.9502,9.3664,,,,1257.8178,555.2893,,,2.0000
,2.7017,1.4877,,,,993.8646,870.8660,,,2.0000
,0.8798,1.4531,,,,952.1169,368.5469,,,2.0000
,2.7725,1.7235,,,,834.5051,802.1843,,,2.0000
,2.0381,1.2901,,,,158.9106,589.8546,,,2.0000
,2.3683,1.4029,,,,170.1331,621.7265,,,2.0000
,1.2187,1.2225,,,,832.2606,574.1431,,,2.0000
,0.8105,7.8610,,,,879.8440,789.1662,,,2.0000
,0.8135,1.6472,,,,477.1807,482.5675,,,2.0000
,1.1959,6.6798,,,,582.2233,885.2308,,,2.0000
,0.9212,1.4429,,,,735.2982,1098.4583,,,2.0000
,0.9273,5.8140,,,,736.1960,557.9827,,,2.0000
,0.9344,1.8477,,,,622.1754,560.2272,,,2.0000
,3.4165,1.4416,,,,757.2943,733.0537,,,2.0000
,3.4860,4.1446,,,,651.8028,304.3542,,,2.0000
,0.8706,1.4207,,,,728.1158,757.7432,,,2.0000
,0.8961,4.5952,,,,436.3308,542.2712,,,2.0000
,1.1812,1.5450,,,,323.2080,1001.4959,,,2.0000
,0.9445,1.5132,,,,971.8685,448.0022,,,2.0000
,1.0145,1.8306,,,,872.6616,523.8663,,,2.0000
,3.7230,6.6205,,,,229.3879,384.2584,,,2.0000
,0.9427,8.5363,,,,897.3511,657.6385,,,2.0000
,2.8163,2.5052,,,,238.3659,517.1328,,,2.0000
,0.7884,3.9743,,,,213.6764,260.3620,,,2.0000
,0.3432,3.8978,,,,277.8691,636.0913,,,2.0000
,0.5541,1.8651,,,,269.3400,503.6658,,,2.0000
,0.7245,7.3694,,,,938.2010,199.7605,,,2.0000
,0.6134,8.9280,,,,401.7655,733.0537,,,2.0000
,0.6450,8.2069,,,,1216.0701,393.6853,,,2.0000
,0.7810,2.9472,,,,527.9064,202.0050,,,2.0000
,1.2912,9.6048,,,,420.6193,168.7864,,,2.0000
,0.9421,5.2816,,,,1098.9072,347.8975,,,2.0000
,1.1361,1.3092,,,,822.8337,375.2804,,,2.0000
,0.7123,1.3158,,,,197.0671,376.1782,,,2.0000
,0.7761,1.5099,,,,908.5736,416.1303,,,2.0000
,0.6764,7.0337,,,,947.1790,510.8482,,,2.0000
,0.6397,1.7767,,,,1115.5165,1062.5463,,,2.0000
,0.7317,4.1286,,,,911.2670,611.8507,,,2.0000
,0.6404,6.2511,,,,1139.3082,523.4174,,,2.0000
,0.8236,3.7188,,,,1171.6290,1316.6237,,,2.0000
,1.4130,1.2748,,,,237.0192,571.8986,,,2.0000
,4.6474,2.3510,,,,959.2993,430.0462,,,2.0000
,4.6710,1.1112,,,,679.1857,511.7460,,,2.0000
,0.7043,0.9379,,,,936.8543,537.3333,,,2.0000
,1.0213,6.8418,,,,580.8766,658.0874,,,2.0000
,0.9256,6.1952,,,,315.1278,418.8237,,,2.0000
,0.7659,4.5956,,,,954.3614,261.7087,,,2.0000
,0.8829,3.6547,,,,662.1275,266.1977,,,2.0000
,5.2974,9.7835,,,,855.1545,180.0089,,,2.0000
,4.1064,7.3086,,,,890.6176,279.6647,,,2.0000
,1.3096,3.7235,,,,505.0125,426.9039,,,2.0000
,1.4108,2.5868,,,,203.8006,366.7513,,,2.0000
,0.7692,1.6597,,,,1112.3742,314.2300,,,2.0000
,0.9748,9.8510,,,,746.0718,389.6452,,,2.0000
,0.6818,1.7384,,,,538.2311,254.5263,,,2.0000
,0.9233,1.8140,,,,166.9908,434.0863,,,2.0000
,0.9390,1.9680,,,,964.2372,504.1147,,,2.0000
,1.3459,1.5679,,,,1339.0687,333.0838,,,2.0000
,1.3476,9.2812,,,,305.7009,675.1456,,,2.0000
,0.7270,1.8489,,,,516.6839,455.6335,,,2.0000
,2.3962,10.4077,,,,486.1587,640.5803,,,2.0000
,0.7440,1.2350,,,,1132.5747,445.3088,,,2.0000
,2.5971,1.7266,,,,902.2890,548.5558,,,2.0000
,0.9206,10.1901,,,,911.2670,254.5263,,,2.0000
,2.7531,2.0404,,,,998.8025,199.3116,,,2.0000
,0.6077,8.5025,,,,548.5558,461.9181,,,2.0000
,1.5790,1.8718,,,,580.4277,497.8301,,,2.0000
,1.9201,2.2882,,,,884.3330,649.1094,,,2.0000
,0.6928,1.6105,,,,933.2631,532.3954,,,2.0000
,0.6547,1.9660,,,,193.0270,517.5817,,,2.0000
,0.8379,7.5317,,,,1238.0662,563.3695,,,2.0000
,1.4204,2.0022,,,,900.9423,966.4817,,,2.0000
,2.8653,4.9609,,,,698.4884,267.5444,,,2.0000
,0.7906,0.8975,,,,891.0665,742.0317,,,2.0000
,3.0986,3.0476,,,,407.1523,447.5533,,,2.0000
,2.1136,3.1873,,,,784.2283,307.0476,,,2.0000
,1.0477,1.9387,,,,706.1197,193.0270,,,2.0000
,5.3262,7.7258,,,,653.1495,439.0242,,,2.0000
,1.0494,2.2545,,,,942.6900,522.0707,,,2.0000
,,11.2323,,,,,737.9916,,,2.0000
,,1.2931,,,,,267.5444,,,2.0000
,,10.5432,,,,,390.5430,,,2.0000
,,1.7617,,,,,320.5146,,,2.0000
,,2.6642,,,,,589.8546,,,2.0000
,,8.4524,,,,,298.9674,,,2.0000
,,4.7265,,,,,227.5923,,,2.0000
,,5.4450,,,,,425.5572,,,2.0000
,,2.0894,,,,,434.9841,,,2.0000
,,1.8559,,,,,302.5586,,,2.0000
,,1.4715,,,,,175.9688,,,2.0000
,,1.3677,,,,,544.9646,,,2.0000
,,1.9931,,,,,579.0810,,,2.0000
,,2.6337,,,,,203.3517,,,2.0000
,,2.2928,,,,,296.7229,,,2.0000
,,8.6370,,,,,404.4589,,,2.0000
,,1.5744,,,,,443.5132,,,2.0000
,,1.5430,,,,,527.9064,,,2.0000
,,1.5453,,,,,229.8368,,,2.0000
,,1.6055,,,,,321.4124,,,2.0000
1.0490,0.9915,4.7951,2.2478,9.5492,944.9345,678.7368,701.6307,317.3723,442.1665,3.0000
0.8366,14.7633,1.4909,1.0125,0.5839,752.8053,925.1829,1181.5048,235.2236,201.5561,3.0000
1.2066,1.2581,1.0145,2.4796,0.4144,797.2464,291.7850,184.4979,326.7992,195.7204,3.0000
1.4534,1.0495,5.4760,0.9315,0.4991,226.6945,680.5324,640.1314,759.5388,271.1356,3.0000
1.0199,6.2742,0.9560,1.2496,0.3957,306.5987,816.9980,1145.1439,185.8446,170.5820,3.0000
1.0758,1.2234,2.9398,0.9865,0.3506,165.1952,905.8802,367.2002,963.7883,172.8265,3.0000
1.0284,5.4133,0.8534,4.4945,5.4450,307.4965,177.7644,236.1214,383.8095,667.9632,3.0000
0.9907,5.8472,1.0792,1.0202,1.1668,482.1186,580.4277,874.4572,729.0136,781.0860,3.0000
1.2481,1.3576,1.1207,3.2136,0.7049,706.5686,443.0643,1199.0119,542.2712,182.7023,3.0000
0.8664,1.6882,1.1043,0.7871,0.6419,342.5107,337.1239,722.7290,1084.5424,745.1740,3.0000
0.5597,0.9843,5.7601,0.6962,0.4598,304.3542,874.0083,746.9696,326.7992,159.3595,3.0000
0.6094,1.0216,2.1857,0.7315,0.7817,1334.1308,438.5753,680.0835,669.3099,243.7527,3.0000
0.4800,1.0049,3.1044,3.2409,1.8065,259.4642,182.7023,434.0863,834.9540,388.2985,3.0000
4.4255,0.8574,2.2658,0.7664,1.0088,400.8677,354.1821,353.2843,839.4430,236.1214,3.0000
1.3072,1.3182,1.3649,0.7290,1.1931,654.0473,801.7354,569.6541,805.7755,276.5224,3.0000
1.2820,0.9081,2.6730,0.7956,0.4608,307.0476,914.8582,737.5427,1195.8696,193.4759,3.0000
0.9427,0.9549,1.2603,0.8943,0.9843,545.4135,407.1523,557.0849,400.4188,1128.9835,3.0000
0.9071,1.0397,1.7854,1.1108,0.9297,554.8404,720.0356,563.8184,613.6463,511.7460,3.0000
1.3452,1.1040,0.8165,1.5976,1.8554,510.3993,707.0175,704.3241,312.8833,365.4046,3.0000
1.2444,1.5661,0.8440,2.7104,0.4622,480.7719,568.7563,789.1662,351.0398,205.5962,3.0000
1.3589,1.5516,0.8582,1.0525,0.6342,602.8727,260.8109,1095.3160,412.9880,280.1136,3.0000
1.4295,4.6435,2.6120,1.0637,4.9579,456.5313,375.2804,1271.2848,545.8624,635.1935,3.0000
1.5916,1.3602,1.8271,5.2458,5.2980,373.9337,606.4639,211.8808,302.5586,183.6001,3.0000
1.3376,6.4771,0.6506,1.2730,1.1650,163.8485,632.9490,1002.3937,508.6037,543.1690,3.0000
1.0524,3.9674,0.8658,0.9679,5.0550,913.0626,891.9643,1035.6123,452.0423,471.7939,3.0000
0.9745,1.1761,0.7654,1.1334,0.8519,549.0047,359.1200,245.0994,192.5781,604.6683,3.0000
1.1318,1.0028,4.0747,3.1523,3.4055,584.9167,675.5945,1040.9991,156.2172,887.9242,3.0000
1.0835,0.7411,0.6820,1.4232,1.4672,900.0445,435.4330,166.9908,201.5561,391.4408,3.0000
0.7268,1.2798,1.2386,3.4169,0.9604,512.1949,624.8688,279.6647,310.6388,262.6065,3.0000
1.5814,2.6932,0.5776,1.5156,1.6190,727.2180,399.9699,159.8084,222.6544,584.9167,3.0000
0.9681,1.8521,0.5819,3.0412,4.1364,536.8844,166.9908,1168.4867,390.0941,171.0309,3.0000
0.9702,1.4188,1.6019,0.9481,2.5350,582.2233,555.7382,562.0228,242.8549,901.8401,3.0000
0.7821,2.7775,1.5810,1.2109,0.9926,730.3603,715.5466,368.9958,922.9384,478.9763,3.0000
0.9770,0.8158,0.8162,0.6583,7.3494,184.9468,332.6349,874.0083,816.1002,1039.6524,3.0000
0.5099,0.9739,4.9608,0.5894,1.8790,429.1484,524.7641,722.2801,1375.8785,614.5441,3.0000
0.7653,1.0436,2.5411,0.6401,1.1660,614.9930,475.3851,369.4447,1015.8607,813.4068,3.0000
0.5097,0.8418,1.1355,0.6873,1.1754,1028.4299,752.3564,392.7875,1102.9473,693.5505,3.0000
1.0112,1.0742,1.8268,1.0418,1.4997,826.8738,243.7527,801.7354,500.5235,306.5987,3.0000
0.8162,0.9381,1.4227,0.8583,5.4398,721.8312,784.2283,633.3979,641.4781,496.0345,3.0000
0.6414,6.2275,1.3453,0.7476,0.7806,979.4998,546.3113,786.4728,910.8181,452.4912,3.0000
0.9436,0.8983,1.5338,1.7008,3.5429,853.3589,809.8156,627.5622,931.0186,392.7875,3.0000
1.0266,3.6168,3.3181,0.9292,0.7824,417.9259,342.0618,462.3670,226.2456,495.1367,3.0000
1.3915,1.2040,2.2433,0.8509,2.3325,961.5438,590.3035,766.7212,1107.4363,386.9518,3.0000
1.0102,1.0235,1.0975,0.6836,1.9176,727.2180,595.2414,878.4973,788.2684,881.6396,3.0000
1.0482,0.8889,1.0160,1.4202,1.9615,537.3333,682.3280,1016.7585,380.2183,386.5029,3.0000
0.9349,2.7056,1.0483,0.7909,1.1936,636.9891,524.3152,744.2762,662.5764,327.6970,3.0000
1.0850,0.8184,4.8564,0.6060,1.9951,554.3915,691.7549,716.4444,1141.1038,321.8613,3.0000
2.0280,3.1078,1.0965,0.8003,2.2189,453.8379,207.3918,702.9774,863.6836,279.6647,3.0000
1.2066,1.0450,2.5745,2.1658,0.9886,529.7020,715.5466,761.7833,795.0019,624.4199,3.0000
0.6006,0.8469,0.6610,0.5214,1.0375,153.5238,957.9526,642.3759,598.3837,742.0317,3.0000
0.6996,3.8708,2.0762,0.6407,0.4151,154.4216,1139.3082,407.6012,760.4366,177.3155,3.0000
1.2635,1.2663,0.8427,0.6363,2.6870,759.0899,927.4274,854.2567,724.5246,766.2723,3.0000
3.0986,1.3930,3.5540,2.5486,4.2641,294.4784,256.3219,490.1988,296.2740,571.8986,3.0000
1.0497,1.1129,2.8257,1.0672,0.9846,286.3982,400.8677,436.3308,278.7669,658.9852,3.0000
0.9754,2.5659,1.3208,4.4446,1.0063,683.6747,693.1016,162.9507,588.9568,835.4029,3.0000
1.0024,1.0510,0.5061,5.9084,1.0388,563.3695,799.4909,276.5224,553.9426,801.7354,3.0000
1.1618,4.8465,0.7564,0.6195,1.0524,662.1275,899.5956,160.2573,360.9156,699.3862,3.0000
0.6903,3.5952,0.6270,0.5486,1.0809,571.8986,424.2105,252.7307,248.6906,619.4820,3.0000
0.6109,1.0325,0.8073,1.4166,4.2757,909.0225,329.0437,164.7463,264.4021,297.1718,3.0000
0.8172,0.8994,3.5302,1.3117,4.2309,569.6541,374.8315,970.5218,642.8248,257.6686,3.0000
0.6414,0.4749,0.9417,0.6434,0.9190,613.6463,206.0451,836.7496,612.7485,569.6541,3.0000
0.5231,1.2572,1.4587,1.6358,0.9799,285.9493,374.3826,733.0537,865.0303,709.7109,3.0000
0.6948,0.9460,1.0489,3.5151,0.9467,236.1214,552.1470,339.8173,324.5547,558.8805,3.0000
0.5984,1.0589,2.0371,1.9920,0.8251,510.3993,368.9958,488.8521,424.6594,640.1314,3.0000
0.5824,2.2723,2.4446,0.6664,2.2285,334.8794,1203.0520,860.0924,414.3347,762.6811,3.0000
0.7156,0.8503,1.1159,2.6234,2.8930,722.7290,420.6193,604.6683,502.7680,895.5555,3.0000
0.5677,1.0138,4.2291,1.9304,0.8090,319.6168,448.9000,451.5934,841.6875,559.7783,3.0000
0.6787,4.4268,0.6490,1.6413,1.2542,1299.1166,1293.2809,1048.1815,1102.4984,324.1058,3.0000
0.9076,4.5876,0.7753,1.2261,0.7954,889.7198,1176.1180,867.7237,863.2347,650.9050,3.0000
0.7955,2.3462,2.7301,3.1604,1.0107,677.8390,427.3528,1119.1077,1115.5165,347.4486,3.0000
0.4716,3.4789,0.6688,1.4120,4.7403,407.6012,330.3904,738.4405,1014.0651,795.4508,3.0000
0.9028,0.8700,0.8048,1.2785,3.1467,690.4082,661.6786,1301.3611,1398.7724,217.7165,3.0000
1.4886,1.5163,0.8578,2.6574,0.8559,186.7424,287.7449,915.7560,285.5004,711.5065,3.0000
0.6053,0.8981,1.1714,2.1767,0.6363,604.2194,367.6491,653.1495,572.3475,504.5636,3.0000
0.8458,2.2007,1.3638,2.0376,2.0262,904.5335,882.5374,545.8624,887.4753,511.7460,3.0000
0.6975,0.7274,1.7319,0.6391,0.9369,518.4795,336.6750,1168.0378,949.8724,755.4987,3.0000
1.1528,1.8415,0.5748,0.7391,2.9317,624.8688,825.5271,443.0643,1102.9473,347.4486,3.0000
0.7564,0.8147,0.8283,4.1196,0.9570,158.9106,199.3116,459.2247,415.6814,604.6683,3.0000
0.7242,0.6688,3.9447,0.5784,1.0127,533.2932,473.1406,1234.4750,1065.6886,867.2748,3.0000
0.9310,0.6644,0.9138,1.0023,4.3162,303.4564,765.3745,957.5037,393.2364,748.3163,3.0000
0.6756,0.5745,0.8224,1.1586,2.5626,408.4990,578.1832,816.5491,258.5664,320.5146,3.0000
0.9099,0.7973,1.2571,4.2442,42.6562,319.6168,859.6435,605.5661,309.7410,158.9106,3.0000
0.6010,0.8623,1.6693,0.6542,1.2660,1492.1436,533.7421,478.5274,958.4015,672.0033,3.0000
0.7808,0.6776,0.9122,0.6052,1.2554,157.1150,475.3851,887.0264,227.1434,798.5931,3.0000
1.3467,2.6295,0.7632,2.4174,2.3829,614.9930,1192.7273,1263.6535,1055.3639,1215.6212,3.0000
1.2371,2.1040,0.5583,0.8598,1.2872,591.2013,845.2787,644.6204,520.2751,608.7084,3.0000
3.4339,1.1177,0.5997,0.6312,1.2326,594.3436,797.6953,1096.6627,986.6822,725.8713,3.0000
1.3216,4.3888,0.6252,0.9359,0.9148,458.3269,169.2353,1317.5215,481.2208,536.8844,3.0000
1.3389,1.6698,0.5704,2.1094,6.7340,365.8535,281.0114,687.2659,1204.3987,1264.1024,3.0000
0.3828,2.1800,1.1013,1.4326,0.8584,158.0128,872.6616,566.5118,586.7123,426.4550,3.0000
0.5330,1.1841,0.6995,0.6585,1.0310,181.3556,170.1331,1217.8657,1100.2539,396.3787,3.0000
0.8999,0.7730,0.6336,2.6182,0.7555,194.3737,151.2793,1214.7234,577.7343,1003.2915,3.0000
0.4271,0.7425,0.7033,0.6028,1.4624,165.1952,222.2055,992.9668,916.2049,733.0537,3.0000
1.1791,0.9422,2.2704,0.5857,1.5900,299.8652,797.2464,1137.0637,960.6460,219.5121,3.0000
1.5069,0.3266,0.5653,0.6212,1.0134,414.3347,162.0529,1010.0250,1004.6382,452.4912,3.0000
0.8555,0.2849,0.5058,0.7941,4.1193,645.9671,176.8666,1398.7724,565.1651,239.2637,3.0000
0.8153,2.7341,0.3520,1.0780,0.8989,507.2570,559.3294,447.1044,656.2918,582.6722,3.0000
1.1699,1.0262,2.1740,0.6358,2.3391,468.6516,673.7989,342.0618,290.4383,228.4901,3.0000
0.9610,0.7243,0.5178,5.0767,2.5360,520.7240,168.3375,180.9067,1019.4519,313.3322,3.0000
0.7514,0.7811,1.8723,0.8093,3.5992,241.5082,598.8326,490.6477,441.2687,649.1094,3.0000
1.2396,2.4035,0.3452,0.8292,0.9061,179.5600,238.8148,181.8045,184.0490,412.0902,3.0000
0.8960,1.0018,0.5446,0.8433,1.0565,535.5377,524.3152,237.0192,957.0548,900.9423,3.0000
0.7942,2.2109,1.4804,0.8665,1.6979,505.0125,441.7176,595.6903,335.3283,504.5636,3.0000
0.8448,0.9991,4.8273,0.5923,0.7539,735.2982,250.9351,579.0810,245.5483,160.2573,3.0000
0.8905,2.8781,0.1930,0.4582,2.6597,584.9167,280.5625,171.4798,272.9312,953.9125,3.0000
0.6765,2.3245,0.5493,0.7789,0.9218,737.0938,791.4107,1370.0428,720.9334,722.7290,3.0000
0.7832,0.6826,1.5128,0.8301,1.9621,895.1066,898.2489,717.7911,522.5196,407.6012,3.0000
0.5704,1.9485,2.0171,0.6591,1.3322,641.9270,252.7307,834.9540,881.1907,540.4756,3.0000
0.6658,1.3709,0.7147,1.0128,0.6105,985.7844,269.3400,966.9306,778.3926,365.8535,3.0000
1.0063,2.3794,4.9036,0.6758,0.4843,739.7872,412.9880,571.0008,914.8582,641.0292,3.0000
0.6379,1.8501,0.7717,0.5630,0.7841,173.2754,464.1626,531.0487,588.0590,522.5196,3.0000
0.7779,0.7880,2.1414,2.3667,4.6791,753.2542,685.0214,1110.5786,222.2055,229.8368,3.0000
0.5787,0.5445,1.2817,4.0807,4.7180,225.3478,642.8248,877.1506,421.9660,272.4823,3.0000
1.0446,2.8757,0.6730,1.8842,0.9841,766.2723,213.2275,1294.6276,928.3252,241.5082,3.0000
0.7195,0.8889,1.0246,0.7259,0.7091,1161.3043,527.0086,516.6839,693.5505,219.5121,3.0000
0.3735,2.5943,1.1718,0.6098,0.6437,269.7889,243.7527,604.6683,793.6552,187.6402,3.0000
0.9969,1.2628,2.7819,0.6808,0.6699,499.6257,635.6424,355.0799,1000.5981,1068.3820,3.0000
0.7323,2.3083,1.5026,3.1859,2.5190,383.3606,547.6580,466.4071,346.5508,303.4564,3.0000
0.6602,1.3467,0.7053,1.7626,1.4951,908.1247,479.8741,975.4597,314.2300,662.1275,3.0000
0.8626,1.0939,0.7850,2.0048,7.8846,781.0860,544.0668,564.2673,164.7463,576.3876,3.0000
1.0055,1.1780,0.6742,0.6049,1.1815,230.7346,200.2094,886.5775,699.8351,706.1197,3.0000
1.3978,3.8147,1.4489,0.5925,1.0370,223.5522,839.8919,372.5870,207.3918,628.9089,3.0000
1.1594,1.1716,0.8888,1.5831,6.4527,739.7872,553.9426,920.6939,445.7577,433.6374,3.0000
0.9673,0.7643,0.7184,0.5379,0.8697,204.6984,539.5778,1207.0921,732.1559,453.3890,3.0000
0.7056,1.0274,0.7032,0.6149,2.6317,538.6800,646.4160,1061.6485,759.0899,611.8507,3.0000
0.9039,2.2574,2.0296,0.6205,1.6871,582.2233,368.5469,679.1857,869.5193,688.1637,3.0000
1.2190,1.0961,1.4233,1.0336,1.0953,253.6285,706.5686,364.5068,190.7825,676.0434,3.0000
1.0673,2.2351,1.9792,0.5770,0.7526,538.6800,258.1175,336.2261,408.9479,609.6062,3.0000
0.9233,2.6695,2.0356,0.6212,3.8817,778.3926,574.1431,1106.9874,1100.2539,436.7797,3.0000
0.9665,2.4772,0.6664,0.5132,3.4543,640.1314,373.0359,808.4689,786.4728,657.6385,3.0000
0.9478,0.8917,0.6166,0.7985,1.1966,717.3422,689.0615,908.1247,816.5491,577.2854,3.0000
0.9446,4.8590,2.3434,0.6027,2.6728,261.7087,154.4216,1026.1854,702.5285,532.3954,3.0000
0.9764,0.8023,0.5619,0.6973,1.0674,412.9880,563.8184,1045.9370,331.7371,582.2233,3.0000
1.4239,2.7731,0.4840,0.4950,6.6740,374.3826,543.1690,780.6371,767.1701,404.0100,3.0000
1.3229,1.4844,0.6516,3.0958,2.6691,185.3957,382.4628,608.7084,1082.2979,319.6168,3.0000
0.9891,3.3452,0.4796,2.0690,0.8806,196.1693,390.5430,1187.7894,1496.6326,824.6293,3.0000
0.9024,0.7225,0.5127,1.8508,0.8541,436.7797,400.8677,1327.8462,508.6037,742.0317,3.0000
0.9826,0.9594,0.7395,2.5235,5.4512,1181.0559,513.9905,560.6761,1147.3884,744.2762,3.0000
1.4411,3.8341,0.6199,0.8131,3.2032,503.6658,248.6906,977.7042,487.0565,377.9738,3.0000
1.1236,0.9583,1.7408,2.3427,0.8019,499.1768,578.6321,971.4196,750.5608,725.8713,3.0000
1.5474,4.4217,0.6162,0.7450,3.5717,311.5366,693.5505,598.3837,464.6115,597.0370,3.0000
1.1298,0.9415,0.7549,2.9234,3.2263,414.3347,621.7265,590.3035,802.1843,461.0203,3.0000
1.7704,0.7064,0.4767,0.9770,0.8744,522.9685,430.9440,1485.8590,865.4792,414.7836,3.0000
1.2875,2.4242,4.2215,1.0211,2.1227,492.8922,590.3035,482.1186,869.9682,161.1551,3.0000
1.1360,2.3562,0.8739,4.5174,0.6740,575.0409,368.0980,968.7262,208.2896,684.1236,3.0000
1.0371,0.6507,1.6583,0.7179,3.2890,703.4263,763.1300,833.1584,717.3422,446.6555,3.0000
1.4664,0.7259,2.4234,0.7801,0.6775,353.2843,201.1072,1241.2085,994.7624,364.5068,3.0000
1.1328,0.6544,0.5472,2.9269,0.8012,619.4820,605.1172,1110.5786,811.1623,811.6112,3.0000
1.9867,1.3998,0.6348,2.2620,1.3971,154.4216,466.4071,1121.3522,612.2996,279.2158,3.0000
1.6240,0.9858,3.0687,2.3572,1.1047,570.5519,599.7304,1308.0946,250.9351,315.5767,3.0000
1.1288,3.4636,0.3427,2.9502,0.9093,620.3798,297.6207,1062.0974,686.8170,449.3489,3.0000
1.1217,2.7866,0.4652,2.1723,1.5996,274.2779,334.4305,579.0810,1370.9406,601.5260,3.0000
1.6079,0.9705,0.3423,2.4115,0.7655,495.5856,658.5363,160.7062,1050.4260,998.8025,3.0000
0.9218,3.1899,0.3459,1.6001,0.8807,555.7382,744.7251,524.3152,531.0487,893.7599,3.0000
0.7961,0.6914,0.4004,0.4085,2.0692,707.9153,797.6953,197.9649,481.2208,1359.2692,3.0000
1.3793,1.8920,1.2755,0.3716,0.7230,428.6995,499.1768,171.0309,823.7315,1129.8813,3.0000
0.7403,0.7711,0.8125,3.6653,0.7427,509.0526,684.5725,509.5015,157.5639,911.7159,3.0000
0.7912,0.8474,1.3540,0.3260,0.8466,403.1122,711.9554,806.2244,223.1033,512.1949,3.0000
0.6294,0.8461,1.4780,0.4317,0.6776,914.8582,600.6282,409.3968,430.9440,627.5622,3.0000
1.5252,0.8949,3.8912,0.8465,0.7017,251.8329,487.0565,180.4578,357.7733,522.5196,3.0000
0.7061,0.5428,2.7055,0.4488,3.0714,382.0139,195.7204,317.8212,291.3361,282.8070,3.0000
1.1350,1.2919,2.4739,0.3750,0.9134,1234.9239,712.8532,174.6221,923.8362,630.7045,3.0000
0.6696,0.5744,0.7883,2.0536,0.6637,830.0161,1228.6393,622.6243,861.4391,631.6023,3.0000
1.0162,1.1930,0.6246,0.2785,0.9939,635.1935,325.4525,883.8841,153.0749,764.9256,3.0000
