"no stimulus","10 min","15 min","30 min","1h","no stimulus","10 min","15 min","30 min","1h",
1.0602,1.0755,4.7882,0.6266,1.1832,461.0203,636.5402,291.3361,255.4241,243.3038,3.0000
3.2332,0.9871,1.1309,0.6741,2.1061,305.7009,594.7925,194.8226,490.1988,368.5469,3.0000
0.7196,2.2778,0.6746,1.4009,0.8685,309.2921,843.4831,934.6098,500.5235,719.1378,3.0000
0.8571,0.5479,0.8634,1.1020,0.7129,668.4121,663.4742,654.4962,636.9891,211.8808,3.0000
0.7769,0.3694,0.7145,2.6884,0.6472,881.1907,1135.7170,977.2553,372.1381,513.0927,3.0000
0.8776,0.4749,3.6164,0.6263,1.0579,431.3929,376.6271,386.5029,792.3085,736.6449,3.0000
0.8864,0.4738,0.6253,2.9872,0.9359,502.3191,588.5079,743.8273,375.7293,616.7886,3.0000
0.6535,0.4684,0.5797,2.0421,0.9166,878.4973,183.6001,899.5956,399.9699,421.9660,3.0000
0.6980,1.0335,1.1000,2.5491,0.9105,1253.3288,849.3188,254.9752,185.3957,616.7886,3.0000
0.6398,1.0564,0.6792,0.5664,1.3049,346.5508,811.6112,576.8365,909.0225,614.5441,3.0000
0.7263,3.9807,2.4560,1.3720,5.5244,405.8056,591.2013,909.0225,583.5700,632.9490,3.0000
1.0994,1.5914,0.7765,0.5790,5.3567,553.0448,856.5012,1072.8710,850.6655,495.1367,3.0000
1.0796,2.0857,1.4464,0.9979,1.4379,1146.0417,544.5157,698.4884,959.7482,330.3904,3.0000
1.4369,2.8494,1.9788,3.8581,1.0829,428.2506,247.7928,532.3954,736.1960,486.1587,3.0000
0.7841,1.0163,0.9890,0.6141,2.9171,535.9866,718.6889,461.0203,1371.8384,964.2372,3.0000
0.7772,2.2190,0.5349,1.9438,0.4948,1103.8451,415.6814,878.0484,155.7683,439.0242,3.0000
0.7828,2.8762,2.0294,1.5906,0.8528,666.6165,585.3656,378.8716,233.8769,472.2428,3.0000
0.7303,0.7638,2.1934,1.2787,0.7106,500.9724,720.9334,960.1971,974.1130,264.4021,3.0000
0.6874,0.8745,2.1590,1.9724,3.9169,661.6786,799.0420,256.7708,518.9284,373.0359,3.0000
0.7135,0.9713,0.7637,3.6435,2.6364,625.3177,638.3358,447.5533,755.4987,230.2857,3.0000
1.1642,1.0880,2.3726,2.9679,6.0152,549.0047,747.4185,340.7151,341.1640,839.8919,3.0000
0.7878,0.8427,0.5532,0.8105,1.5237,556.6360,549.0047,206.4940,195.7204,169.6842,3.0000
1.3629,1.6723,0.5257,1.1131,1.7101,515.3372,405.8056,234.3258,522.0707,381.5650,3.0000
0.7474,1.2411,0.7428,3.1758,0.8672,306.1498,596.5881,1117.7610,601.9749,788.7173,3.0000
1.3796,5.2078,3.0003,0.7524,1.1052,592.9969,733.5026,465.9582,720.0356,935.9565,3.0000
0.9974,1.6948,2.0813,0.9193,0.9321,404.0100,352.3865,658.5363,528.8042,611.4018,3.0000
1.1407,1.3271,0.6623,0.6324,1.1747,399.5210,865.4792,838.5452,1001.4959,319.1679,3.0000
1.2207,1.8121,0.5340,2.1055,2.6460,395.0320,567.4096,1066.5864,549.4536,452.0423,3.0000
2.8757,3.7841,0.7843,0.5531,4.9821,215.4720,397.7254,861.8880,1002.3937,277.4202,3.0000
1.4166,4.0994,0.6273,1.8238,0.8339,540.4756,217.7165,266.6466,1190.4828,700.2840,3.0000
0.9667,1.1411,0.5439,1.0577,2.4383,524.7641,526.1108,1171.6290,606.9128,595.2414,3.0000
0.9538,4.9323,3.0413,0.8528,3.7663,439.0242,846.6254,456.0824,971.8685,863.6836,3.0000
1.3836,1.1250,0.6624,2.5914,4.1228,200.6583,428.6995,1097.5605,1090.3781,715.5466,3.0000
1.9918,4.5438,0.5696,2.8668,1.8384,472.2428,536.4355,713.7510,292.6828,370.3425,3.0000
1.3387,1.6432,0.6593,2.6908,0.8091,201.5561,632.9490,986.2333,730.8092,862.3369,3.0000
1.1895,1.0335,1.0640,0.5541,1.8738,639.6825,608.2595,250.4862,1228.6393,248.2417,3.0000
0.8814,1.3729,1.0406,4.6407,0.8357,678.2879,553.4937,359.5689,344.3063,718.2400,3.0000
1.8814,5.5072,0.9753,0.7966,0.9784,457.4291,718.2400,427.3528,714.1999,819.2425,3.0000
2.3479,1.0488,3.0200,0.5411,0.6132,575.0409,468.2027,220.8588,418.3748,444.4110,3.0000
1.0420,5.3046,0.9576,0.5119,3.7639,629.8067,300.3141,445.3088,417.4770,360.9156,3.0000
1.9656,4.5696,7.0802,0.5598,0.8965,712.8532,409.3968,318.2701,408.9479,756.3965,3.0000
1.5239,3.6683,1.4074,1.0664,1.1413,202.9028,831.3628,592.5480,915.3071,666.1676,3.0000
0.9953,1.5097,1.2326,0.9207,0.8228,352.8354,382.0139,402.6633,731.2581,818.3447,3.0000
1.4868,1.0014,0.8515,1.1913,1.0265,219.0632,702.5285,503.6658,619.9309,1458.9250,3.0000
1.0452,3.2296,0.8711,4.0453,1.0293,412.9880,685.4703,316.0256,1208.8877,1299.5655,3.0000
1.2274,3.7213,0.6687,0.6427,0.6433,184.9468,357.7733,355.9777,831.3628,172.8265,3.0000
1.5816,3.5932,0.5607,2.1944,0.5028,315.5767,816.5491,1170.7312,439.4731,188.9869,3.0000
1.2104,4.8517,0.7277,0.7626,2.6601,477.6296,1133.0236,1005.5360,1084.0935,869.0704,3.0000
1.0259,5.8329,1.8250,1.7813,3.8060,431.3929,1084.5424,333.5327,1052.6705,177.3155,3.0000
1.0217,0.9023,2.9585,0.5599,6.1373,295.8251,614.0952,1035.1634,1086.3380,257.6686,3.0000
0.9468,0.7617,0.8892,1.7785,0.6469,765.3745,502.7680,678.7368,518.9284,653.1495,3.0000
1.5698,1.3253,2.4140,0.7561,1.1608,411.6413,444.8599,568.7563,150.8304,488.8521,3.0000
1.1103,2.0869,1.7202,0.4324,1.0181,264.8510,245.9972,430.4951,225.3478,846.1765,3.0000
1.0706,6.1695,0.5311,0.5683,1.1673,233.4280,1242.1063,972.7663,691.3060,722.7290,3.0000
0.9286,3.4771,2.9784,5.4113,0.6089,755.0498,695.3461,708.3642,1172.5268,905.8802,3.0000
0.8806,0.7976,0.6388,1.0559,4.9388,355.9777,696.6928,1154.1219,524.7641,1051.3238,3.0000
0.6442,3.1772,0.5112,1.7141,0.9205,902.7379,228.4901,964.6861,474.4873,375.7293,3.0000
0.6959,1.7814,0.3301,0.8375,4.2706,295.3762,386.9518,842.5853,745.6229,809.3667,3.0000
0.7511,0.8310,0.7003,1.2553,0.9817,344.7552,1050.8749,267.0955,712.4043,619.9309,3.0000
0.9452,0.8111,0.6946,0.3163,1.0031,448.4511,931.9164,1112.3742,165.1952,392.3386,3.0000
1.0260,1.0381,2.0609,0.6031,1.0118,577.2854,567.4096,618.1353,486.6076,370.3425,3.0000
1.1129,0.8335,0.6979,2.3239,3.9258,712.4043,527.0086,587.1612,558.4316,157.1150,3.0000
0.8273,0.6498,0.6995,0.9975,0.6772,377.9738,198.4138,809.8156,192.1292,230.7346,3.0000
0.7882,0.3464,0.9425,0.7401,8.8091,721.3823,159.3595,215.0231,210.5341,792.7574,3.0000
1.4390,1.0322,1.9125,1.0313,1.9206,670.2077,674.6967,1060.3018,353.7332,488.8521,3.0000
1.3322,2.2022,2.1772,1.5200,2.1804,181.8045,879.3951,988.9267,180.0089,331.7371,3.0000
1.1631,0.8239,0.5735,4.5179,2.2202,338.4706,561.5739,849.3188,171.4798,491.0966,3.0000
1.1174,2.4139,1.0839,10.6123,4.4957,482.5675,796.7975,808.4689,219.9610,377.0760,3.0000
0.9720,6.7537,3.8541,5.8221,7.2637,263.0554,715.9955,250.0373,330.8393,797.2464,3.0000
1.0306,1.1385,1.3175,1.2770,4.4083,522.9685,665.7187,254.0774,588.5079,192.1292,3.0000
2.1161,1.3100,0.9997,0.7166,5.1037,419.2726,311.5366,849.3188,193.9248,164.7463,3.0000
2.1488,4.7528,2.5104,2.3100,1.0692,1020.7986,504.5636,636.9891,208.7385,724.5246,3.0000
1.2125,0.7248,0.6413,2.2892,1.0440,520.2751,353.7332,1374.0829,205.5962,718.6889,3.0000
1.5989,0.4940,3.0270,0.5593,4.4579,527.0086,269.7889,275.1757,287.2960,535.5377,3.0000
1.1158,3.2141,0.5560,1.0107,0.9186,427.3528,430.9440,601.9749,182.2534,188.5380,3.0000
1.2277,0.7158,2.2863,0.7679,2.7732,269.3400,804.4288,154.8705,178.2133,864.1325,3.0000
1.5070,0.4276,5.2318,0.8616,0.8605,295.3762,155.3194,825.9760,191.2314,826.8738,3.0000
1.8866,2.7497,0.9791,1.7371,5.6641,451.1445,302.5586,388.2985,218.1654,571.8986,3.0000
1.5882,0.4311,0.7321,1.8664,2.0950,297.6207,494.2389,611.4018,401.7655,239.7126,3.0000
1.6902,0.4578,1.5901,1.5090,4.4774,628.9089,482.1186,154.8705,627.1133,235.2236,3.0000
1.9648,0.5010,0.4854,1.1936,1.1505,426.4550,532.3954,773.0058,701.1818,421.5171,3.0000
1.0239,4.0283,0.9950,0.7485,6.3843,610.0551,402.6633,554.3915,158.0128,641.9270,3.0000
0.9415,0.4468,2.4231,1.3606,6.8452,809.8156,202.4539,1156.8153,526.5597,170.5820,3.0000
0.8980,4.2369,3.5107,1.3747,0.8563,662.1275,506.8081,1269.0403,558.8805,438.1264,3.0000
0.9068,5.8884,0.4670,2.8359,0.6219,771.2102,1469.2497,266.1977,246.8950,154.8705,3.0000
0.8746,0.5553,0.4563,4.1354,1.1198,558.4316,294.9273,543.1690,200.2094,372.1381,3.0000
1.1425,3.0982,0.6170,6.9207,0.4763,624.4199,910.8181,944.4856,504.5636,154.8705,3.0000
1.3246,3.3447,0.9313,0.5333,0.5348,449.3489,736.1960,1347.1489,268.8911,410.2946,3.0000
2.6988,2.3829,0.5232,1.1242,1.4467,515.3372,379.3205,214.5742,556.6360,416.1303,3.0000
0.9730,5.2192,0.7522,7.4246,0.8538,305.7009,707.0175,798.1442,782.4327,942.2411,3.0000
1.2001,6.1777,1.2635,6.5985,1.5430,310.1899,513.0927,256.7708,161.6040,283.7048,3.0000
0.9651,11.2790,1.0711,4.3395,1.1341,587.6101,245.0994,246.8950,193.4759,692.2038,3.0000
1.0738,7.3763,0.6887,7.3696,1.1772,814.3046,576.3876,900.0445,409.8457,561.5739,3.0000
1.2102,0.5991,0.7624,3.1220,0.9238,237.9170,519.3773,437.2286,159.8084,636.0913,3.0000
0.9355,5.4074,6.5008,1.5622,5.4712,600.6282,466.8560,1129.4324,323.2080,441.2687,3.0000
0.9742,2.4807,1.2707,6.6978,3.1293,486.6076,462.3670,651.3539,170.1331,644.1715,3.0000
0.9353,2.6031,1.2325,1.8674,3.0622,649.1094,1000.1492,252.2818,221.7566,298.5185,3.0000
1.0311,1.4036,4.2278,1.5678,1.2162,472.2428,707.0175,302.1097,232.5302,493.3411,3.0000
0.9803,2.7984,4.2892,1.6441,2.2259,155.3194,303.4564,443.5132,334.8794,436.7797,3.0000
1.1408,1.1307,4.1836,4.2503,1.8385,1193.1762,706.5686,292.6828,182.2534,188.5380,3.0000
0.8454,4.1566,2.1567,1.4294,0.8172,761.3344,385.1562,257.6686,311.0877,526.1108,3.0000
0.9697,1.4526,0.5608,1.6175,7.6965,584.9167,624.8688,339.8173,356.8755,1043.2436,3.0000
0.8301,1.9148,1.4863,4.1349,1.4681,922.9384,244.6505,772.5569,178.6622,422.8638,3.0000
1.0832,0.6746,0.5254,1.0381,1.0649,513.9905,489.7499,159.3595,189.4358,694.4483,3.0000
1.8882,1.7510,0.8713,4.9370,1.7286,623.5221,542.7201,287.2960,365.8535,300.3141,3.0000
0.7122,2.6077,1.3246,1.7463,8.8741,301.6608,386.9518,217.2676,245.5483,230.2857,3.0000
0.9358,3.9045,1.3065,28.8547,1.8329,164.2974,579.5299,473.1406,480.7719,301.2119,3.0000
1.5914,3.9944,0.5095,1.9666,0.9303,1389.3455,711.0576,210.5341,245.5483,825.0782,3.0000
1.1467,0.7841,0.5298,6.8916,3.5034,815.6513,694.8972,212.3297,643.7226,623.0732,3.0000
1.1260,1.3269,0.6341,1.5387,1.0682,446.6555,624.8688,368.0980,317.3723,476.2829,3.0000
1.3496,5.0553,0.6568,1.1748,5.5038,821.0381,400.4188,1408.6482,516.6839,652.2517,3.0000
0.8767,0.7810,1.1758,4.7628,1.0529,313.7811,397.7254,697.5906,861.8880,266.6466,3.0000
1.2823,0.6469,1.3077,2.2022,0.7234,764.9256,271.5845,325.4525,303.9053,357.7733,3.0000
1.2003,0.6378,1.2459,6.9042,6.2362,453.8379,603.3216,224.4500,246.8950,732.1559,3.0000
1.1175,3.0489,1.3231,1.2712,0.5139,153.5238,321.4124,835.8518,329.0437,187.1913,3.0000
2.1249,3.3281,1.3965,4.5839,1.1050,363.6090,740.6850,632.5001,224.4500,236.1214,3.0000
1.3460,3.2886,1.4083,1.6013,4.7124,711.5065,814.3046,667.5143,478.0785,590.7524,3.0000
1.3373,1.0714,1.5906,2.7497,1.2788,405.8056,667.0654,543.1690,240.6104,264.4021,3.0000
1.0463,2.9815,0.8089,3.2171,4.9358,514.8883,159.3595,212.3297,240.1615,1366.9005,3.0000
1.1945,0.9959,0.9498,3.9288,0.8848,462.8159,645.0693,412.9880,210.5341,708.3642,3.0000
1.1136,3.3165,1.2641,6.4866,1.2681,617.2375,404.4589,579.9788,340.2662,274.2779,3.0000
0.8051,3.6089,0.9643,1.2511,0.8246,219.0632,155.7683,491.9944,443.5132,608.2595,3.0000
0.8815,4.5403,0.8744,2.4784,0.9824,446.6555,353.7332,277.8691,393.2364,742.4806,3.0000
1.4762,3.0050,1.2935,1.0243,3.5354,383.3606,242.8549,504.1147,460.1225,317.3723,3.0000
1.1332,5.1885,0.8146,0.9943,1.1790,750.1119,389.1963,487.0565,458.7758,510.8482,3.0000
1.3553,0.5322,1.4238,2.1526,0.2948,261.2598,203.8006,536.4355,193.4759,156.2172,3.0000
1.6119,0.7813,1.2586,5.0285,3.1851,552.1470,625.7666,236.1214,547.2091,279.2158,3.0000
1.4431,2.9851,0.9058,1.5919,1.1830,184.4979,180.4578,520.2751,379.7694,263.5043,3.0000
1.2916,1.4384,0.5266,5.6362,3.9595,404.9078,775.2503,219.9610,644.1715,180.4578,3.0000
0.3758,1.1485,6.7316,1.4885,5.6350,157.1150,282.8070,508.6037,537.7822,604.6683,3.0000
0.5635,1.2109,1.3496,2.7991,5.1927,165.6441,651.3539,404.0100,384.2584,308.3943,3.0000
0.7639,1.0045,1.4672,0.5597,0.3512,437.2286,393.6853,1144.2461,391.8897,253.6285,3.0000
0.7099,0.8794,1.5901,0.8480,0.4152,834.5051,240.1615,462.8159,221.3077,170.5820,3.0000
0.8498,1.2123,0.7852,1.2691,4.4201,821.9359,542.7201,548.5558,1315.7259,674.6967,3.0000
1.1778,5.7198,0.9663,1.7376,1.2326,727.2180,662.5764,587.1612,283.2559,533.2932,3.0000
0.7195,0.8311,6.7114,0.8201,1.3701,848.8699,697.1417,665.2698,233.8769,257.6686,3.0000
0.9222,2.2042,5.5044,0.6552,3.6219,697.5906,326.3503,419.7215,194.3737,383.3606,3.0000
0.7982,0.9137,5.0194,1.2995,1.0732,766.2723,645.5182,923.8362,239.2637,615.4419,3.0000
0.9982,1.5885,2.7365,1.9967,1.0977,245.9972,423.3127,262.6065,575.4898,175.0710,3.0000
0.6128,0.9622,1.1153,1.3730,0.7267,663.9231,535.5377,549.4536,444.8599,702.5285,3.0000
0.8696,3.6180,0.4322,1.5895,2.1910,555.2893,258.1175,311.9855,174.1732,315.1278,3.0000
1.5457,0.8451,0.3953,4.0164,0.8467,496.4834,816.9980,162.0529,246.8950,651.3539,3.0000
1.3162,2.2437,0.9989,3.6404,6.0208,612.7485,654.9451,591.2013,403.1122,665.2698,3.0000
1.7384,7.3326,2.6906,1.2977,0.7818,257.6686,675.5945,151.7282,511.2971,448.9000,3.0000
1.3443,2.0153,0.5755,1.6798,1.1429,779.2904,261.2598,254.0774,436.7797,326.3503,3.0000
1.1670,1.0156,3.0495,1.1321,0.7504,884.7819,690.4082,338.9195,756.8454,856.5012,3.0000
1.2176,3.3080,0.5802,1.2421,7.1846,437.2286,723.6268,253.1796,272.0334,1000.5981,3.0000
0.7568,0.9504,2.6229,3.7917,1.1964,769.4146,816.9980,161.6040,407.1523,630.2556,3.0000
0.6910,2.7972,0.5210,1.3617,0.8242,255.8730,249.5884,384.2584,518.0306,458.7758,3.0000
0.7839,2.5833,1.5538,1.0545,1.0717,327.2481,581.3255,624.4199,333.9816,650.4561,3.0000
0.7596,1.2287,4.9275,1.6637,5.9068,474.0384,364.5068,224.8989,241.9571,326.3503,3.0000
0.6322,0.6690,0.8936,1.1211,1.2102,786.4728,428.6995,610.0551,279.2158,561.1250,3.0000
1.0909,3.4516,0.8996,1.1035,0.4638,830.4650,669.7588,666.1676,471.7939,162.5018,3.0000
1.1009,1.0898,2.7176,2.0285,5.5657,767.6190,632.0512,372.1381,206.4940,160.2573,3.0000
1.2269,5.5307,4.8941,1.4644,1.1208,597.9348,632.0512,838.0963,325.0036,504.1147,3.0000
1.0297,0.8456,0.8426,1.4469,0.9775,683.2258,689.0615,518.0306,448.9000,461.4692,3.0000
0.7688,1.9639,1.7621,4.6753,1.1069,173.2754,422.4149,329.9415,324.1058,611.8507,3.0000
0.8270,0.7114,0.7770,2.9315,3.9264,1361.9626,631.1534,531.4976,202.4539,426.9039,3.0000
0.8976,2.3239,0.8899,4.5944,0.9113,863.2347,913.9604,657.6385,421.5171,334.4305,3.0000
0.4581,2.0716,4.5884,0.9479,0.9191,520.2751,441.7176,294.9273,432.7396,632.5001,3.0000
1.2175,0.4966,0.9460,1.5059,1.0862,230.2857,254.9752,632.9490,599.7304,658.9852,3.0000
0.7919,0.2750,0.7828,2.9313,1.0027,496.4834,160.2573,920.6939,553.9426,436.3308,3.0000
1.2425,2.4638,0.5343,1.0809,1.1214,866.8259,810.2645,216.3698,329.9415,577.7343,3.0000
0.6619,0.7479,5.0009,1.0485,0.6890,521.1729,712.4043,538.6800,392.3386,314.6789,3.0000
0.9466,0.9241,1.2796,0.9523,1.5184,263.0554,694.4483,551.2492,554.8404,263.9532,3.0000
0.7757,0.8415,4.2757,7.2619,0.7130,554.3915,752.3564,400.4188,204.2495,864.1325,3.0000
0.8779,1.0686,1.1151,1.3366,0.8177,270.2378,243.3038,181.8045,379.3205,816.5491,3.0000
0.9726,1.0041,0.4040,1.2248,1.6585,186.7424,726.3202,345.2041,203.3517,229.8368,3.0000
0.5283,0.8405,0.5466,7.3149,2.6882,641.9270,753.7031,187.1913,595.2414,177.3155,3.0000
0.9126,0.6676,0.9692,2.7218,1.1609,365.4046,871.7638,198.8627,199.3116,521.6218,3.0000
0.8387,0.8443,0.7317,3.9710,0.5713,350.1420,545.8624,336.6750,186.2935,714.6488,3.0000
0.7765,2.7784,1.9378,4.4983,2.6450,866.3770,392.7875,650.9050,406.2545,1017.2074,3.0000
1.0332,2.1785,1.3913,4.6835,4.1139,584.4678,709.2620,821.0381,202.9028,615.8908,3.0000
1.1957,4.0321,1.0583,1.3139,0.6239,473.5895,884.7819,550.3514,177.7644,497.3812,3.0000
1.0193,0.8011,0.3433,1.1411,5.1230,643.2737,651.3539,158.9106,475.8340,590.7524,3.0000
2.5247,0.9520,1.4347,4.2734,1.3649,210.0852,476.7318,270.6867,424.2105,505.0125,3.0000
0.9885,2.9402,0.7221,1.4691,0.8860,366.3024,515.3372,672.9011,409.3968,430.4951,3.0000
1.5930,0.9080,1.0933,1.4996,1.2007,151.2793,402.6633,772.5569,269.3400,325.9014,3.0000
1.0489,4.3227,1.0828,8.2600,0.9272,259.9131,325.0036,632.0512,675.1456,442.6154,3.0000
0.8057,2.5181,0.4651,3.1318,4.0184,286.8471,276.0735,280.5625,224.0011,215.9209,3.0000
1.2953,5.7147,2.0210,1.4964,1.3107,300.7630,272.9312,281.9092,389.6452,507.2570,3.0000
0.5476,0.7152,1.2714,1.1136,0.9774,214.5742,1038.7546,705.6708,342.9596,575.9387,3.0000
0.7758,1.6280,3.6790,3.9682,1.0709,182.2534,428.6995,617.6864,233.8769,702.9774,3.0000
0.7984,1.1324,3.5785,5.9968,4.2840,826.8738,237.4681,617.6864,177.3155,788.7173,3.0000
0.6255,0.8492,1.1483,1.7546,0.9371,747.8674,998.3536,438.5753,571.4497,402.6633,3.0000
1.6356,2.4909,3.9028,5.9229,0.9026,259.9131,257.2197,375.2804,220.4099,922.4895,3.0000
0.9723,1.1800,6.2131,0.9579,3.9772,796.7975,567.4096,372.1381,378.8716,1279.3650,3.0000
0.8949,0.6036,2.1039,1.2020,0.9907,260.3620,611.8507,959.2993,412.9880,668.4121,3.0000
0.7584,4.7821,5.3062,4.6524,1.1791,658.9852,589.4057,401.7655,387.4007,412.5391,3.0000
0.8798,0.7235,3.0316,3.9818,0.7969,272.0334,964.6861,622.6243,307.0476,341.1640,3.0000
1.0496,0.7540,0.5364,1.1210,1.1341,327.2481,882.5374,393.6853,528.8042,472.6917,3.0000
0.6857,1.5910,0.6156,1.1816,0.6724,832.7095,280.1136,236.1214,448.4511,702.9774,3.0000
0.8053,0.7102,0.4250,5.2468,0.8527,787.3706,456.0824,155.7683,364.0579,450.2467,3.0000
0.8255,0.8273,0.6415,1.1246,4.0855,730.8092,338.9195,318.7190,596.1392,351.9376,3.0000
0.5495,3.6952,0.8368,1.1535,0.9621,851.5633,261.7087,216.3698,495.5856,589.8546,3.0000
0.9118,0.9093,1.0245,1.6053,0.8892,279.2158,599.2815,362.7112,775.2503,592.9969,3.0000
0.7047,1.0113,1.0674,0.9332,1.1122,720.0356,786.4728,365.8535,485.7098,549.9025,3.0000
0.6427,1.1390,0.9001,4.3330,1.3436,901.8401,711.5065,464.6115,259.0153,1329.6418,3.0000
0.8689,1.0342,6.5502,1.0245,5.2374,783.7794,318.2701,623.0732,585.8145,438.1264,3.0000
0.5227,1.2096,0.6057,1.8966,4.8657,678.7368,557.0849,531.9465,442.1665,565.6140,3.0000
0.6179,1.2224,2.2648,5.4202,6.4937,694.8972,1048.1815,729.9114,891.0665,538.6800,3.0000
0.7664,1.0263,2.9685,1.0127,0.9318,164.7463,589.8546,566.0629,573.6942,546.7602,3.0000
0.9498,1.1458,0.9180,1.1456,0.9375,575.9387,448.4511,774.3525,570.1030,350.1420,3.0000
1.1467,1.0133,2.6841,3.0813,3.0215,831.3628,389.1963,813.8557,626.2155,189.4358,3.0000
0.8004,0.8611,3.2161,2.3227,3.4855,704.3241,995.6602,1330.9885,164.2974,253.1796,3.0000
0.8774,1.1635,0.3947,0.9611,0.9635,773.9036,190.3336,309.7410,298.9674,537.3333,3.0000
0.9009,1.4663,2.0036,1.1037,0.9771,607.8106,213.6764,229.8368,237.9170,694.4483,3.0000
0.8568,1.5406,3.3772,1.7291,2.5163,594.7925,648.2116,380.2183,188.5380,346.5508,3.0000
0.9463,0.8809,4.4955,1.2586,0.8122,538.2311,594.3436,946.2812,772.5569,531.0487,3.0000
0.7448,4.2950,0.8108,1.0989,2.2037,501.8702,1044.1414,720.0356,242.4060,250.0373,3.0000
0.9847,3.0035,3.5330,1.8765,3.3762,425.5572,240.1615,582.6722,281.4603,173.2754,3.0000
1.1067,0.9607,0.8870,6.1114,3.0677,763.1300,791.8596,505.4614,228.9390,239.2637,3.0000
0.7489,4.5473,1.1244,7.7458,1.0488,649.1094,802.6332,603.7705,724.0757,594.7925,3.0000
1.0363,0.8222,0.9177,1.0097,1.1214,638.3358,788.7173,625.7666,574.1431,184.4979,3.0000
1.1903,0.9349,0.9751,0.7564,2.6832,448.9000,348.3464,414.7836,612.7485,760.4366,3.0000
1.4509,1.0382,1.1383,0.9186,4.8974,421.5171,538.2311,660.7808,324.1058,254.9752,3.0000
0.6504,0.8770,3.9723,2.5416,1.0690,890.6176,671.5544,476.7318,1223.2525,193.9248,3.0000
0.5086,0.7982,0.7590,0.8914,0.5364,180.0089,672.9011,409.3968,604.2194,206.9429,3.0000
0.7482,2.2698,0.9297,0.8620,0.4644,566.9607,597.9348,421.5171,587.6101,169.6842,3.0000
0.6356,0.5766,0.7354,3.8829,0.5077,488.4032,678.2879,747.4185,215.9209,360.9156,3.0000
0.7835,0.4205,0.8833,0.9492,7.1109,753.2542,540.0267,692.6527,729.4625,1064.3419,3.0000
1.3068,0.7316,0.4852,0.9407,3.2864,213.6764,934.6098,288.6427,571.0008,210.0852,3.0000
0.7735,0.7422,0.5350,1.0878,1.3245,549.0047,445.7577,617.6864,740.6850,439.0242,3.0000
0.9200,0.5933,0.4963,1.3481,0.9113,487.9543,386.9518,203.8006,493.7900,688.6126,3.0000
1.0104,0.5073,0.7178,5.7430,1.2753,254.0774,374.3826,313.3322,202.9028,268.8911,3.0000
1.2333,0.8128,0.7612,3.0657,1.7079,331.2882,876.2528,265.7488,407.6012,289.9894,3.0000
0.6344,2.0409,0.4776,3.8194,0.8016,492.8922,247.7928,210.9830,749.6630,500.9724,3.0000
0.5937,0.6118,0.8747,1.5457,0.8702,644.1715,391.4408,569.6541,242.8549,711.9554,3.0000
1.0024,0.9079,0.6990,0.8860,0.8000,676.0434,685.9192,247.7928,342.9596,532.3954,3.0000
1.7328,0.8962,1.2162,1.7243,0.8695,738.4405,829.5672,316.0256,440.3709,606.0150,3.0000
1.8293,3.4590,1.8224,1.5063,5.0352,443.0643,1092.1737,172.8265,546.7602,164.7463,3.0000
1.7983,3.4564,4.5849,0.8870,1.1725,795.0019,1209.7855,443.5132,454.7357,564.2673,3.0000
1.8519,3.7927,1.9311,5.4471,4.3972,555.7382,253.1796,430.0462,232.0813,1343.5577,3.0000
0.6016,0.6310,3.3091,1.2201,1.3931,355.0799,742.9295,571.4497,1226.3948,439.9220,3.0000
0.7793,1.2935,0.8401,1.6951,0.8236,342.0618,459.6736,706.5686,235.2236,592.0991,3.0000
0.6461,0.8071,0.8149,0.8195,0.8760,403.1122,788.7173,841.6875,523.8663,485.7098,3.0000
0.6982,0.7596,1.2264,1.4416,0.7880,1482.2678,537.7822,565.1651,474.9362,436.7797,3.0000
1.3492,0.8155,1.0185,5.8580,6.4974,161.1551,614.5441,372.5870,340.7151,496.4834,3.0000
0.8340,0.8502,2.9841,2.6992,0.8362,278.7669,687.7148,700.2840,187.6402,331.7371,3.0000
0.7184,0.6479,0.8139,1.0584,6.9359,328.5948,881.6396,630.7045,423.3127,689.9593,3.0000
0.7141,0.5845,0.8555,4.1861,0.7363,493.7900,801.2865,975.0108,375.2804,184.0490,3.0000
0.9048,1.4703,1.4845,0.8762,3.7697,841.2386,652.2517,578.6321,201.1072,220.8588,3.0000
0.5894,1.7826,1.9447,6.5757,2.0357,966.0328,194.3737,586.2634,264.8510,304.8031,3.0000
0.7608,0.7864,0.4800,4.3335,2.0375,886.1286,495.1367,637.8869,250.0373,444.4110,3.0000
0.6984,0.6353,0.4018,2.1742,0.8475,1103.3962,546.7602,259.9131,303.0075,599.2815,3.0000
0.9498,0.6139,0.7007,0.8693,1.0491,905.8802,347.8975,741.5828,604.6683,723.6268,3.0000
0.7883,2.2704,4.2630,0.8895,0.8031,233.4280,259.4642,285.9493,624.4199,356.8755,3.0000
0.5396,0.8209,2.3602,1.3780,4.3465,198.8627,630.2556,671.1055,722.7290,517.1328,3.0000
0.7504,3.3555,0.6622,1.2430,2.5749,733.0537,746.0718,645.5182,635.6424,404.4589,3.0000
0.4604,0.9607,0.5840,2.3642,1.1170,566.0629,872.2127,835.8518,307.9454,444.8599,3.0000
1.0724,0.7270,3.7087,0.9587,5.2706,645.5182,384.2584,329.0437,589.4057,707.4664,3.0000
0.7862,0.6781,1.3884,3.6271,2.8922,517.5817,527.9064,227.5923,307.9454,340.7151,3.0000
