"no stimulus","1 pM NGF","10pM NGF","100pM NGF","1nM NGF","10 nM NGF","no stimulus","1 pM NGF","10pM NGF","100pM NGF","1nM NGF","10 nM NGF",
0.5255,0.6226,0.8552,,,1.2382,608.2595,243.3038,377.0760,,,849.3188,2.0000
0.6636,0.9123,0.5971,,,3.2310,1084.9913,543.6179,1055.3639,,,368.0980,2.0000
0.5747,1.5660,0.7824,,,1.3648,540.0267,1234.4750,1431.0932,,,332.1860,2.0000
0.5244,1.2200,0.5915,,,0.9902,1127.1879,1238.0662,709.2620,,,603.7705,2.0000
0.6204,2.1457,1.5986,,,3.3599,425.1083,280.1136,1133.0236,,,287.7449,2.0000
0.7251,1.8093,1.2134,,,2.4751,914.4093,475.3851,887.9242,,,272.4823,2.0000
0.4639,1.2072,0.7871,,,1.0682,388.2985,845.7276,1047.7326,,,977.7042,2.0000
0.8261,0.8635,1.0032,,,0.7081,357.7733,690.8571,263.5043,,,733.0537,2.0000
0.5833,0.8220,0.7936,,,0.9448,593.8947,646.4160,1191.8295,,,388.7474,2.0000
1.0026,0.6450,0.5805,,,0.9812,748.7652,1489.8991,220.8588,,,767.6190,2.0000
0.6219,0.7320,0.5905,,,1.0003,282.8070,234.3258,193.0270,,,838.0963,2.0000
0.4538,0.5835,2.5655,,,0.9598,153.5238,499.6257,267.9933,,,1063.4441,2.0000
0.7364,0.7970,2.8825,,,0.9032,1115.5165,768.9657,434.0863,,,948.5257,2.0000
1.0197,0.7183,3.0906,,,1.1831,543.1690,210.5341,558.8805,,,395.4809,2.0000
,1.7058,0.4662,,,1.2203,,716.4444,716.4444,,,1412.6883,2.0000
,1.8125,0.6657,,,2.6075,,342.9596,1057.6084,,,947.6279,2.0000
,1.4830,,,,1.2260,,311.5366,,,,919.3472,2.0000
,1.0417,,,,1.7882,,177.7644,,,,422.4149,2.0000
,1.1246,,,,0.5638,,361.3645,,,,965.5839,2.0000
,1.6390,,,,1.3840,,335.7772,,,,493.7900,2.0000
,2.3315,,,,2.2754,,931.4675,,,,863.6836,2.0000
,1.4052,,,,1.4105,,483.9142,,,,557.9827,2.0000
,2.2882,,,,2.4832,,211.4319,,,,266.1977,2.0000
,1.1578,,,,1.0241,,519.3773,,,,993.8646,2.0000
,1.8770,,,,0.6265,,617.2375,,,,332.6349,2.0000
,0.9697,,,,1.2422,,452.0423,,,,255.4241,2.0000
,1.1171,,,,0.6306,,291.3361,,,,165.1952,2.0000
,1.5274,,,,0.6171,,598.8326,,,,554.8404,2.0000
,1.1366,,,,0.7816,,220.4099,,,,963.3394,2.0000
,1.4979,,,,4.0835,,590.7524,,,,280.1136,2.0000
,1.1321,,,,2.8121,,333.9816,,,,698.4884,2.0000
,2.3670,,,,0.8160,,364.9557,,,,735.7471,2.0000
,1.2097,,,,0.6782,,693.5505,,,,280.5625,2.0000
,1.8342,,,,1.5960,,512.6438,,,,610.0551,2.0000
,5.6401,,,,1.9072,,336.2261,,,,428.2506,2.0000
,3.1952,,,,1.1549,,529.7020,,,,236.1214,2.0000
,1.1919,,,,1.7833,,622.6243,,,,726.3202,2.0000
,0.7938,,,,4.3580,,244.2016,,,,1125.3923,2.0000
,0.8614,,,,2.0613,,193.9248,,,,531.4976,2.0000
,1.0567,,,,0.6267,,219.5121,,,,588.0590,2.0000
,0.9927,,,,1.7432,,206.0451,,,,349.6931,2.0000
,0.9222,,,,0.5331,,188.5380,,,,812.5090,2.0000
,1.2998,,,,2.4107,,289.9894,,,,558.8805,2.0000
,1.1264,,,,0.8153,,282.8070,,,,987.1311,2.0000
,1.4446,,,,0.5934,,251.3840,,,,297.6207,2.0000
,1.3141,,,,0.7355,,489.3010,,,,244.6505,2.0000
,1.9048,,,,0.5295,,553.0448,,,,1204.3987,2.0000
,3.8533,,,,1.0516,,205.5962,,,,511.2971,2.0000
,0.9537,,,,1.7496,,269.3400,,,,419.2726,2.0000
,0.8784,,,,1.0136,,243.3038,,,,374.3826,2.0000
,1.8825,,,,0.8808,,259.4642,,,,597.0370,2.0000
,1.2759,,,,0.6281,,800.3887,,,,403.1122,2.0000
,1.7700,,,,0.6435,,593.4458,,,,366.7513,2.0000
,1.2884,,,,0.7023,,515.3372,,,,569.6541,2.0000
,1.2083,,,,0.7482,,325.4525,,,,316.4745,2.0000
,1.3918,,,,1.2654,,623.5221,,,,287.2960,2.0000
,0.9087,,,,1.6542,,468.2027,,,,439.0242,2.0000
,0.9713,,,,0.8872,,772.5569,,,,594.7925,2.0000
,0.7997,,,,1.2286,,173.7243,,,,198.4138,2.0000
,0.8820,,,,0.5962,,158.4617,,,,196.1693,2.0000
,0.8694,,,,0.8810,,204.2495,,,,845.2787,2.0000
,0.9047,,,,0.9677,,330.8393,,,,922.9384,2.0000
,1.6067,,,,1.0115,,868.6215,,,,903.6357,2.0000
,0.9894,,,,0.9279,,262.1576,,,,810.7134,2.0000
,0.9896,,,,0.6639,,166.5419,,,,391.8897,2.0000
,0.9756,,,,0.7419,,446.6555,,,,554.8404,2.0000
,0.7537,,,,1.0669,,181.3556,,,,701.6307,2.0000
,1.7504,,,,0.6520,,531.4976,,,,436.7797,2.0000
,1.2711,,,,,,551.2492,,,,,2.0000
,6.3411,,,,,,571.8986,,,,,2.0000
,1.3089,,,,,,580.8766,,,,,2.0000
,1.1200,,,,,,868.6215,,,,,2.0000
,1.0489,,,,,,505.4614,,,,,2.0000
,0.9369,,,,,,347.8975,,,,,2.0000
,0.7525,,,,,,274.7268,,,,,2.0000
,0.8426,,,,,,354.1821,,,,,2.0000
,0.7165,,,,,,361.8134,,,,,2.0000
,1.4140,,,,,,236.5703,,,,,2.0000
,0.8456,,,,,,153.9727,,,,,2.0000
,1.6072,,,,,,546.7602,,,,,2.0000
,1.7017,,,,,,292.6828,,,,,2.0000
,0.8177,,,,,,266.6466,,,,,2.0000
,0.8539,,,,,,353.7332,,,,,2.0000
,1.0850,,,,,,454.2868,,,,,2.0000
,1.1720,,,,,,670.2077,,,,,2.0000
0.7394,2.1712,2.1167,1.0421,1.5308,1.1276,643.7226,348.3464,408.9479,464.6115,602.8727,481.2208,3.0000
0.9578,1.2265,1.3318,2.4898,5.0968,1.6325,719.1378,373.9337,410.2946,627.1133,307.4965,830.9139,3.0000
1.1240,1.8262,1.1274,1.2325,1.0813,8.9439,246.4461,250.9351,500.5235,199.3116,379.7694,166.0930,3.0000
1.1123,1.3349,0.9462,1.1691,3.3450,6.9373,555.7382,528.8042,327.2481,311.0877,604.2194,704.3241,3.0000
0.8642,0.9137,1.6824,0.7162,1.0669,1.2751,303.0075,476.2829,155.3194,510.8482,751.0097,953.4636,3.0000
0.7947,1.0945,2.2020,2.6915,1.0025,1.0964,164.7463,491.0966,295.8251,155.3194,981.7443,221.7566,3.0000
1.7567,1.6619,1.3590,1.6362,2.8319,3.9250,435.8819,381.5650,155.7683,375.2804,804.8777,583.5700,3.0000
0.7204,1.4842,0.6608,1.3740,0.9829,1.4075,188.0891,456.0824,879.8440,189.4358,917.5516,570.5519,3.0000
0.9642,1.6235,0.8530,2.8724,2.0837,1.0397,548.5558,393.2364,431.8418,818.3447,581.3255,444.4110,3.0000
0.5457,1.5171,0.6450,0.8754,1.4560,1.3087,190.3336,892.4132,640.1314,795.8997,210.9830,691.7549,3.0000
0.9549,1.8865,0.8778,0.9604,1.3094,3.4410,270.2378,426.9039,225.7967,471.7939,613.1974,537.7822,3.0000
1.1626,2.3669,1.1592,0.9157,3.4300,1.5338,870.4171,358.6711,742.4806,731.7070,830.0161,777.9437,3.0000
0.6846,1.7220,1.1327,0.7363,4.8400,3.7995,274.2779,376.1782,266.1977,790.5129,175.5199,507.7059,3.0000
0.6866,1.3915,1.2507,1.3943,7.0150,2.2123,389.6452,604.6683,353.7332,1391.1411,227.5923,368.9958,3.0000
0.7839,0.9705,0.9987,1.1712,1.3182,3.1098,244.2016,162.5018,509.0526,473.5895,306.5987,484.3631,3.0000
0.9417,1.1665,2.0520,1.0871,1.0722,8.6634,385.6051,621.7265,399.0721,158.0128,644.6204,1402.3636,3.0000
1.0050,1.1768,1.6157,2.0396,1.3094,1.2758,1110.1297,393.6853,238.8148,926.9785,157.1150,287.7449,3.0000
1.1679,0.9490,1.9020,1.4775,1.0117,1.2399,505.9103,618.1353,779.7393,943.5878,569.2052,636.5402,3.0000
0.6642,1.0544,1.2559,0.7835,1.7102,6.1976,457.4291,293.5806,301.2119,507.2570,761.7833,390.0941,3.0000
0.8842,1.1295,1.1617,1.0244,1.3462,1.5551,499.1768,704.7730,266.6466,676.0434,175.9688,718.6889,3.0000
0.6364,1.2218,1.5006,0.9637,2.6923,1.4208,310.1899,951.6680,294.9273,294.9273,185.8446,1422.1152,3.0000
0.9972,0.9181,0.9226,1.0385,1.2981,1.6996,654.4962,960.1971,419.7215,726.7691,345.6530,657.6385,3.0000
2.2605,1.1432,1.8669,0.8466,1.1963,0.9606,891.9643,885.6797,1114.1698,725.4224,711.9554,608.7084,3.0000
0.8645,0.8346,0.8942,0.9498,7.1865,1.8612,656.7407,847.5232,452.9401,488.8521,663.4742,179.5600,3.0000
0.7116,0.7653,0.9082,0.8268,1.0753,1.3502,564.2673,819.2425,530.5998,469.5494,463.2648,751.4586,3.0000
0.8947,0.7830,1.1523,1.0594,3.0198,5.5150,761.7833,1115.0676,394.5831,562.9206,863.6836,724.5246,3.0000
0.5992,0.7569,0.9496,2.2940,9.7580,1.1262,564.2673,722.2801,154.8705,427.8017,1311.2369,257.6686,3.0000
0.7001,0.9330,1.3435,1.1806,1.7785,6.2295,305.2520,802.1843,314.6789,557.9827,994.7624,228.9390,3.0000
0.8029,0.6665,0.8674,1.2872,1.4748,5.9216,970.0729,458.7758,385.6051,313.3322,919.3472,248.2417,3.0000
1.1535,1.1909,0.8362,2.5524,1.0955,1.9637,575.9387,292.6828,150.8304,825.5271,856.0523,558.8805,3.0000
0.7725,1.4280,0.9433,1.1476,4.8650,1.3887,571.0008,548.1069,472.6917,665.7187,684.1236,884.3330,3.0000
1.0861,1.1226,0.8734,1.7291,6.2509,0.8337,1065.2397,732.6048,188.0891,473.1406,1467.4541,393.2364,3.0000
0.6174,1.2639,0.8236,1.7191,1.3679,1.3835,623.0732,326.7992,247.7928,713.7510,450.2467,545.8624,3.0000
0.9406,1.8245,1.0308,1.0885,1.5250,1.0334,490.1988,890.1687,379.3205,477.1807,842.5853,733.0537,3.0000
0.7511,1.4786,0.8688,0.7598,5.3353,1.2023,457.4291,231.6324,309.2921,478.0785,480.7719,535.9866,3.0000
0.8519,1.3791,0.7966,1.0509,1.4764,6.8113,496.0345,250.4862,182.7023,549.4536,594.7925,681.8791,3.0000
0.7865,1.9253,0.9678,4.4652,1.4628,1.6079,762.6811,287.2960,776.5970,947.6279,222.6544,834.5051,3.0000
0.7864,0.6558,0.9084,0.9946,0.9067,1.4500,496.9323,243.3038,829.5672,881.1907,524.3152,447.5533,3.0000
2.0587,0.9226,0.9908,0.7303,1.4911,1.6434,358.6711,1439.1734,157.1150,598.8326,711.5065,590.7524,3.0000
0.6748,1.1571,0.9204,5.6834,1.6003,11.7620,249.1395,848.8699,245.0994,305.2520,522.0707,735.2982,3.0000
0.6812,1.6198,0.9003,0.7586,4.7926,1.2840,237.9170,328.5948,435.8819,359.1200,383.8095,578.6321,3.0000
0.5783,1.5264,0.9208,0.7290,8.5811,4.9969,163.3996,357.3244,289.5405,571.0008,477.1807,509.5015,3.0000
0.9721,1.0299,1.9210,2.6203,8.6604,1.3636,322.7591,839.8919,209.6363,1014.0651,167.4397,854.7056,3.0000
0.9453,1.3016,0.9435,0.9980,1.4649,5.6534,854.7056,1359.7181,1210.2344,338.0217,421.5171,657.1896,3.0000
0.9453,0.8920,0.8629,0.8815,1.8096,10.3197,624.8688,433.6374,537.7822,870.8660,840.7897,671.1055,3.0000
1.3239,0.7076,0.7811,0.7666,7.8290,1.4162,153.5238,374.8315,360.0178,625.3177,1171.6290,796.3486,3.0000
0.8502,1.0427,0.8331,0.9868,1.6663,1.2652,791.4107,1026.1854,702.0796,668.8610,325.9014,472.6917,3.0000
0.6260,0.8181,0.6148,0.7641,1.1475,1.2508,377.5249,1008.2294,416.1303,1005.0871,524.3152,721.8312,3.0000
0.9502,0.7454,0.8595,1.2394,1.1021,7.1694,608.2595,781.9838,346.1019,203.8006,798.1442,701.1818,3.0000
0.8058,0.6109,0.8658,1.4012,1.6691,1.4762,564.2673,763.5789,515.3372,614.9930,294.9273,549.0047,3.0000
0.7046,0.8290,0.6660,1.3656,1.1198,5.0906,795.0019,991.6201,292.2339,325.9014,626.2155,396.3787,3.0000
0.6218,1.1196,0.9736,3.2816,1.6988,1.3910,733.0537,356.8755,480.3230,476.7318,308.8432,592.0991,3.0000
1.0024,1.0379,0.5572,1.5950,6.2898,1.3459,500.5235,1014.9629,586.2634,254.9752,371.2403,823.2826,3.0000
0.8327,0.6554,0.8575,0.9903,2.8754,1.5155,551.6981,355.5288,590.3035,232.0813,847.9721,867.7237,3.0000
0.7395,0.5990,1.0217,1.4925,1.3331,1.2455,347.4486,331.7371,528.3553,421.9660,506.8081,754.6009,3.0000
0.8762,0.5747,0.8748,1.0464,0.9322,1.0379,657.6385,945.3834,404.0100,972.3174,388.2985,508.1548,3.0000
0.7109,0.5063,0.9097,1.3205,4.3724,3.4184,966.9306,632.0512,576.8365,807.1222,396.3787,536.8844,3.0000
0.8074,0.6792,0.9586,0.8931,1.1782,5.2164,650.9050,776.1481,630.7045,941.7922,323.6569,307.0476,3.0000
0.5900,0.6849,1.0834,1.8131,2.0167,7.6138,506.3592,218.6143,429.1484,593.8947,1082.2979,574.5920,3.0000
0.8923,0.9751,0.8207,1.3902,1.3556,6.2244,337.1239,556.1871,470.4472,502.7680,210.9830,1310.3391,3.0000
2.3642,0.7113,1.0800,1.5617,1.7255,0.9994,661.2297,691.3060,711.5065,661.6786,189.8847,329.0437,3.0000
1.1216,0.9777,0.8484,1.3983,3.5953,3.0797,1298.6677,997.9047,350.1420,346.5508,581.7744,192.5781,3.0000
0.8768,0.3153,0.9327,0.8142,1.1767,1.2218,871.7638,514.8883,381.5650,966.4817,1236.2706,885.2308,3.0000
0.6327,0.6896,0.8745,1.4689,1.0287,1.1661,461.0203,1090.3781,562.4717,685.4703,749.6630,421.5171,3.0000
0.8055,0.7160,2.8713,1.1482,1.3993,1.7793,235.6725,653.5984,416.1303,632.9490,693.9994,623.0732,3.0000
0.6659,0.5912,1.3825,0.8720,1.8501,1.4043,382.9117,501.4213,665.7187,983.9888,168.7864,626.2155,3.0000
0.6774,0.6717,1.8072,0.8477,0.6978,12.7497,237.9170,1033.8167,700.2840,449.7978,331.7371,267.0955,3.0000
1.0393,0.7090,0.6992,2.2730,0.8483,1.3411,321.8613,972.3174,827.3227,1083.6446,806.6733,793.2063,3.0000
0.8616,0.7522,1.1751,0.6570,1.0503,1.3477,738.8894,959.2993,623.0732,324.5547,785.1261,500.9724,3.0000
0.9501,0.6027,1.2737,1.0001,1.5174,4.8566,682.3280,514.8883,291.3361,968.7262,727.6669,843.0342,3.0000
1.2088,0.8926,0.8238,0.9156,6.5145,6.9054,836.7496,971.4196,935.0587,382.9117,697.1417,685.0214,3.0000
0.7047,0.6953,2.0029,0.9374,0.9181,1.3500,1354.7802,973.6641,812.5090,608.7084,814.7535,738.8894,3.0000
1.0707,0.5393,2.7052,0.5931,8.8670,1.6508,808.0200,954.8103,278.3180,421.5171,1137.9615,1490.3480,3.0000
0.7797,0.9487,1.3146,3.4812,1.3404,1.6696,792.3085,496.4834,566.9607,979.9487,491.9944,555.7382,3.0000
1.4417,0.7821,1.0156,0.6560,0.9608,5.0667,436.7797,872.2127,562.0228,789.1662,730.3603,338.9195,3.0000
0.9849,0.9921,0.5690,1.3975,2.0339,1.4915,537.3333,1221.4569,334.4305,333.0838,1445.4580,564.7162,3.0000
1.0212,1.2483,0.9068,3.1234,6.0074,5.4573,921.5917,995.6602,656.7407,355.5288,797.2464,257.2197,3.0000
1.6850,0.8115,0.8902,0.9173,8.5727,1.1303,533.7421,465.9582,656.2918,778.3926,688.6126,238.3659,3.0000
0.8403,0.8037,0.8548,0.8514,5.8681,1.7490,220.8588,647.3138,787.8195,289.0916,555.2893,348.7953,3.0000
0.7536,0.5653,0.7236,0.4705,1.4418,1.2643,777.0459,645.9671,317.3723,655.3940,658.5363,835.8518,3.0000
0.8671,0.7330,0.5693,0.4155,1.3566,1.2429,770.3124,830.4650,567.4096,1448.6003,452.9401,197.9649,3.0000
1.0648,0.7660,0.7366,0.9510,5.4161,1.8703,920.2450,1134.3703,443.9621,299.8652,520.7240,201.5561,3.0000
1.2516,0.8831,1.4484,0.6272,1.7781,1.8542,488.4032,641.4781,992.0690,821.9359,384.2584,840.3408,3.0000
1.3764,0.6420,1.6383,0.7097,1.9346,1.5199,1085.4402,869.9682,444.8599,741.5828,1192.2784,1055.3639,3.0000
1.0249,0.9455,0.9352,1.0225,7.7689,6.1103,424.6594,1423.4619,484.8120,735.2982,651.8028,824.1804,3.0000
1.1007,0.5399,1.0842,0.9316,1.2670,0.9761,981.2954,777.4948,766.2723,879.8440,609.1573,307.9454,3.0000
1.2771,0.7055,1.0726,0.9720,2.1365,1.6721,288.1938,1431.9910,204.2495,336.6750,822.8337,892.4132,3.0000
0.9984,1.0933,0.7546,0.8187,2.2735,1.2534,716.8933,313.7811,384.2584,508.6037,276.9713,509.5015,3.0000
1.2265,1.8114,2.3408,0.7288,1.4884,1.1693,803.5310,431.3929,406.2545,819.6914,558.8805,710.6087,3.0000
0.8961,0.8580,0.9044,0.9076,1.7082,8.6046,512.6438,1049.5282,715.5466,1336.8242,667.0654,932.3653,3.0000
1.1041,0.6293,0.8345,0.7246,2.3404,1.4921,729.9114,726.7691,495.5856,235.2236,592.5480,1079.1556,3.0000
1.0234,0.7334,0.6976,0.9355,1.7203,1.6158,673.3500,232.5302,324.1058,763.1300,474.0384,649.1094,3.0000
1.0996,0.8079,0.5691,0.7291,5.2020,6.2488,478.0785,1188.2383,579.5299,622.1754,676.9412,562.4717,3.0000
0.8349,0.8415,0.6328,0.7110,10.4064,5.0137,548.1069,215.4720,650.4561,707.4664,228.0412,226.6945,3.0000
1.0438,0.9444,0.9081,3.4271,4.5861,1.4193,638.3358,228.0412,1134.8192,808.0200,425.1083,502.3191,3.0000
1.1150,0.6412,0.6951,0.8145,1.1381,1.7576,338.9195,180.4578,474.9362,780.6371,698.9373,182.2534,3.0000
0.9192,0.5697,0.5503,2.2596,3.5239,1.0516,821.4870,179.5600,675.5945,186.7424,443.0643,725.8713,3.0000
0.7843,1.4468,0.6204,0.9057,1.2047,1.5836,600.1793,267.5444,201.1072,746.0718,610.0551,520.2751,3.0000
1.1824,0.9931,0.8061,0.7044,2.1967,1.6486,528.3553,172.3776,465.0604,1326.9484,382.4628,469.5494,3.0000
0.8603,1.0347,0.7992,3.1464,1.0363,1.4884,312.4344,683.2258,913.0626,888.8220,478.5274,561.1250,3.0000
1.6305,0.7157,0.8116,0.6747,1.9239,1.6684,418.8237,1007.3316,297.1718,681.4302,846.6254,806.6733,3.0000
1.0320,0.7486,0.7463,0.8875,3.7104,1.2038,608.7084,294.9273,475.3851,602.8727,761.7833,484.8120,3.0000
1.1397,0.8953,0.6619,0.9767,1.2978,1.6068,640.5803,321.8613,798.5931,902.2890,600.1793,645.9671,3.0000
1.1193,1.0428,0.6256,0.7505,2.6125,9.3297,883.4352,627.5622,340.2662,710.1598,260.3620,689.0615,3.0000
0.8967,0.7841,0.8138,1.1193,1.2070,1.3121,686.8170,289.5405,645.0693,240.6104,566.9607,579.5299,3.0000
0.6332,0.8130,0.7695,0.8644,1.0756,11.0540,487.5054,935.9565,756.8454,826.4249,488.4032,601.5260,3.0000
0.7762,1.1345,0.6090,2.5246,1.1378,1.3288,705.2219,424.2105,645.5182,555.7382,1344.9044,442.6154,3.0000
0.8519,0.8513,0.6547,0.6126,0.9989,1.4079,831.3628,1093.9693,913.0626,166.5419,695.7950,698.4884,3.0000
0.5277,0.6476,0.5639,1.4653,1.1538,1.5677,461.4692,910.3692,554.3915,495.5856,663.4742,498.2790,3.0000
0.7657,0.7480,1.0290,0.8594,7.5195,1.5040,891.0665,714.1999,546.7602,677.8390,832.2606,475.3851,3.0000
0.8469,0.9031,0.7294,3.6020,1.0217,10.3719,509.0526,1006.4338,795.4508,764.0278,890.1687,519.3773,3.0000
0.8392,0.8276,0.9689,0.5373,1.1992,1.2120,790.9618,259.0153,1045.4881,703.8752,489.3010,786.0239,3.0000
0.8359,0.5372,0.7973,0.6835,1.0211,2.0301,1024.8387,513.5416,415.2325,241.0593,885.2308,229.3879,3.0000
2.5973,0.4575,0.8242,0.5252,0.8945,5.7751,1113.2720,331.2882,399.0721,534.1910,544.5157,1330.0907,3.0000
1.4732,1.6283,0.7062,0.5228,1.0896,1.6085,886.1286,1306.7479,623.0732,318.2701,637.4380,573.6942,3.0000
1.8852,1.2722,1.6857,0.6978,0.8380,1.7293,964.2372,234.3258,654.0473,934.1609,617.2375,431.3929,3.0000
1.3612,1.0693,0.8584,0.7595,4.3130,1.1792,1080.9512,246.8950,640.5803,566.0629,1193.6251,382.9117,3.0000
1.5340,1.8070,0.8214,0.9215,0.9056,1.5998,294.9273,833.6073,791.4107,998.3536,595.6903,464.6115,3.0000
1.0593,1.4094,0.9137,0.6317,0.8292,3.8670,879.3951,660.7808,968.7262,749.2141,791.8596,305.2520,3.0000
1.4750,1.2804,1.7898,0.8001,2.9521,1.5869,838.9941,380.2183,393.6853,801.7354,432.2907,582.2233,3.0000
1.6723,1.4493,1.4593,0.8178,1.3029,1.5067,772.5569,492.8922,993.8646,491.5455,737.9916,279.2158,3.0000
1.0328,0.6113,0.8937,0.6278,0.9376,7.2188,1382.6120,1092.1737,453.3890,370.3425,455.1846,533.7421,3.0000
1.7444,1.0734,1.3788,0.5447,1.7140,4.8231,570.5519,177.7644,660.7808,503.2169,511.7460,226.6945,3.0000
0.9832,0.6969,0.7061,0.7966,4.0153,1.5888,508.1548,1063.4441,746.9696,730.3603,296.2740,612.7485,3.0000
0.9212,0.5871,1.9012,0.8386,0.9678,1.7823,719.1378,552.1470,990.2734,1113.7209,733.0537,1154.5708,3.0000
0.9194,0.7077,0.6359,0.6852,0.9815,15.5660,671.1055,877.5995,185.8446,206.0451,362.2623,741.5828,3.0000
1.2324,0.8212,0.7502,0.8146,1.8777,5.4559,856.5012,957.0548,1000.1492,759.5388,1131.6769,472.2428,3.0000
0.7803,0.5851,0.5842,0.8410,3.1578,6.8864,635.1935,267.0955,362.2623,454.7357,399.9699,421.5171,3.0000
0.7404,1.2643,0.7466,1.7043,1.2463,1.3236,532.8443,164.2974,341.1640,507.7059,630.7045,443.9621,3.0000
1.0106,1.2411,0.5242,0.9985,2.5538,1.2729,801.7354,475.8340,927.8763,579.9788,150.3815,516.6839,3.0000
1.3861,0.8442,0.5926,0.6156,4.5905,1.5259,371.2403,742.4806,890.1687,551.6981,643.7226,582.2233,3.0000
0.9414,1.4327,0.6775,1.1341,1.2483,6.4177,915.7560,173.7243,571.4497,919.7961,457.4291,609.6062,3.0000
0.8474,0.9753,0.8102,0.8759,1.3015,7.6024,359.5689,249.1395,538.2311,411.1924,819.2425,707.0175,3.0000
1.3362,0.9726,0.6793,0.8002,1.5974,1.0835,437.6775,329.0437,296.2740,377.0760,543.6179,426.9039,3.0000
0.8226,1.5189,0.5874,1.0627,3.7042,1.4349,189.4358,540.9245,934.6098,570.1030,741.1339,619.0331,3.0000
1.0041,1.2870,0.6721,2.8513,1.6887,1.4749,489.3010,588.9568,331.2882,465.0604,554.3915,237.0192,3.0000
0.6245,0.8594,0.5901,0.8765,2.0829,2.9054,338.9195,269.7889,426.9039,418.3748,458.7758,221.3077,3.0000
2.4683,1.7090,0.6604,0.8728,1.5744,1.3489,396.3787,206.0451,660.7808,905.8802,487.9543,391.4408,3.0000
1.3550,1.1996,0.3551,1.0745,4.4186,1.4680,710.1598,510.3993,152.1771,634.2957,711.9554,239.7126,3.0000
1.6074,0.6882,0.5236,1.6704,4.0339,11.1878,844.8298,834.5051,158.4617,298.5185,623.9710,975.0108,3.0000
0.9251,0.5821,0.5081,0.9775,5.5646,1.8813,443.0643,251.3840,426.9039,505.9103,450.6956,764.4767,3.0000
0.7439,1.0765,0.5798,1.1851,1.8644,1.9910,332.1860,1237.6173,1121.8011,469.5494,494.6878,682.7769,3.0000
0.6805,1.3428,0.8834,0.7722,7.1917,1.3722,205.1473,995.2113,465.9582,1177.0158,1059.4040,299.4163,3.0000
1.1583,1.1792,0.9222,0.5327,2.1560,8.5584,194.3737,325.9014,479.4252,282.8070,705.2219,215.9209,3.0000
1.4040,0.8641,0.5492,0.5256,1.3143,2.9539,188.9869,575.0409,458.3269,377.0760,261.7087,333.0838,3.0000
2.1389,0.7482,0.7922,0.7644,7.9750,3.8648,989.3756,232.9791,1101.6006,525.2130,500.9724,231.1835,3.0000
1.8033,1.0700,0.6632,0.6540,1.0759,8.6513,442.1665,181.8045,715.9955,632.5001,470.4472,210.5341,3.0000
3.1591,1.3226,0.5588,0.8417,7.8168,7.6097,547.2091,163.3996,852.0122,662.1275,905.8802,544.5157,3.0000
1.6874,1.0159,1.0045,0.6768,8.3802,5.6773,352.8354,271.5845,704.7730,644.1715,189.4358,521.6218,3.0000
0.8006,1.5018,1.0293,0.8250,8.7214,1.2328,407.1523,478.0785,680.0835,280.5625,715.9955,257.2197,3.0000
0.6552,0.6695,0.6924,0.4692,1.1956,1.5829,975.4597,678.2879,845.2787,154.8705,443.5132,237.0192,3.0000
0.7321,1.4260,0.6049,3.4268,3.7057,1.4680,1319.7660,669.7588,711.5065,173.2754,300.3141,205.1473,3.0000
0.3646,1.2336,0.7238,0.7451,1.6171,1.4553,161.1551,584.9167,257.2197,640.5803,649.5583,399.9699,3.0000
1.0844,0.9737,0.4862,0.4899,2.2673,1.1196,713.7510,405.8056,646.8649,343.4085,290.4383,524.7641,3.0000
0.6592,1.3745,0.7481,0.5266,1.1616,11.8036,215.4720,906.3291,798.5931,252.2818,381.5650,1018.1052,3.0000
0.7167,1.5852,0.5459,0.7058,4.4153,1.9389,877.1506,393.6853,694.8972,665.2698,698.4884,545.4135,3.0000
0.8173,1.2378,0.8134,2.2954,1.6982,1.8060,606.9128,214.5742,568.7563,893.3110,185.3957,942.6900,3.0000
0.6725,1.1277,1.3371,0.7454,0.9631,6.1900,307.9454,571.8986,219.9610,718.2400,593.8947,406.7034,3.0000
1.4911,1.1479,0.8114,0.7211,3.4763,1.8020,935.0587,626.2155,1213.8256,524.7641,339.3684,465.9582,3.0000
1.1605,1.3015,0.6748,0.8324,0.7653,1.4742,694.4483,518.4795,647.3138,364.0579,909.9203,714.6488,3.0000
0.9994,0.8201,0.7589,0.8490,3.1661,1.6039,751.0097,461.9181,352.3865,401.7655,191.6803,414.7836,3.0000
1.1407,0.8299,0.6625,0.7767,5.5077,1.5972,319.6168,303.0075,480.3230,382.9117,527.9064,507.7059,3.0000
0.8393,1.1497,0.8208,0.7063,4.5022,6.6649,526.1108,431.8418,235.6725,345.2041,167.8886,470.4472,3.0000
0.8895,1.0525,0.5107,0.8305,1.0975,1.4714,639.2336,621.7265,456.0824,213.6764,503.6658,498.7279,3.0000
0.6925,1.0702,0.9313,1.4615,0.9651,1.4979,615.4419,522.9685,670.2077,610.5040,741.5828,573.6942,3.0000
0.6568,1.0140,1.4115,0.6014,1.2777,1.6255,771.6591,588.9568,713.3021,577.7343,640.5803,783.3305,3.0000
1.1608,1.2925,0.6990,3.3905,4.9596,1.5506,961.5438,864.5814,303.9053,516.2350,261.7087,526.1108,3.0000
